PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,close,open,volume,high,low
646,1,1,"Harper, Mr. Henry Sleeper",male,48,1,0,PC 17572,76.7292,D33,C,78.84,79.96,24105020,80.19,78.38
647,0,3,"Cor, Mr. Liudevit",male,19,0,0,349231,7.8958,,S,79.895,79.55,36904680,80.34,79.2
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,0,13213,35.5,A26,C,79.42,76.986,45778750,79.84,76.95
649,0,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,,S,76.71,75.94,22410540,76.9,75.45
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23,0,0,CA. 2314,7.55,,S,75.6,75.3,25243920,76.91,75.08
651,0,3,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,,S,75.74,76.46,18487260,76.48,75.5
652,1,2,"Doling, Miss. Elsie",female,18,0,1,231919,23,,S,76.23,76.86,17212100,76.87,75.89
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21,0,0,8475,8.4333,,S,76.51,75.09,20817690,76.75,75.03
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,,0,0,330919,7.8292,,Q,75.19,74.85,15783750,75.34,74.5
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,365226,6.75,,Q,74.44,74.05,16182700,74.83,73.45
656,0,2,"Hickman, Mr. Leonard Mark",male,24,2,0,S.O.C. 14879,73.5,,S,74.47,75.68,21131450,75.7,74.25
657,0,3,"Radeff, Mr. Alexander",male,,0,0,349223,7.8958,,S,75.615,75.71,15002820,75.98,75.21
658,0,3,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,15.5,,Q,75.63,75.09,20246640,76.35,75.01
659,0,2,"Eitemiller, Mr. George Floyd",male,23,0,0,29751,13,,S,75.4,75.19,26921640,75.58,73.86
660,0,1,"Newell, Mr. Arthur Webster",male,58,0,2,35273,113.275,D48,C,74.99,76.11,41901530,76.14,73.75
661,1,1,"Frauenthal, Dr. Henry William",male,50,2,0,PC 17611,133.65,,S,75.91,78,42540890,78.16,75.75
662,0,3,"Badt, Mr. Mohamed",male,40,0,0,2623,7.225,,C,78,76.85,60670160,78.02,74.21
663,0,1,"Colley, Mr. Edward Pomeroy",male,47,0,0,5727,25.5875,E58,S,76.24,76.9,51281680,77.638,76
664,0,3,"Coleff, Mr. Peju",male,36,0,0,349210,7.4958,,S,75.78,76.71,19982990,76.88,75.63
665,1,3,"Lindqvist, Mr. Eino William",male,20,1,0,STON/O 2. 3101285,7.925,,S,77.495,77.98,19229120,78.47,77.29
666,0,2,"Hickman, Mr. Lewis",male,32,2,0,S.O.C. 14879,73.5,,S,77.83,77.65,16711610,78.19,77.04
667,0,2,"Butler, Mr. Reginald Fenton",male,25,0,0,234686,13,,S,77.65,77.17,19491720,77.75,76.68
668,0,3,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993,7.775,,S,76.74,76.16,25079200,77.3,75.85
669,0,3,"Cook, Mr. Jacob",male,43,0,0,A/5 3536,8.05,,S,76.24,75.72,22765930,76.31,74.82
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,52,C126,S,75.18,74.04,21744680,75.32,73.84
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,29750,39,,S,74.05,76.4,34058150,76.57,73.54
672,0,1,"Davidson, Mr. Thornton",male,31,1,0,F.C. 12750,52,B71,S,76.28,76.42,25831690,77.2,76.0291
673,0,2,"Mitchell, Mr. Henry Michael",male,70,0,0,C.A. 24580,10.5,,S,76.45,77.23,25149270,78.08,75.85
674,1,2,"Wilhelms, Mr. Charles",male,31,0,0,244270,13,,S,76.72,77.84,19150390,78,76.21
675,0,2,"Watson, Mr. Ennis Hastings",male,,0,0,239856,0,,S,77.74,78.2,21146060,78.62,77.2
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,349912,7.775,,S,78.175,76.74,23931830,78.23,76.08
677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,,S,76.15,76.76,22015250,77.36,75.82
678,1,3,"Turja, Miss. Anna Sofia",female,18,0,0,4138,9.8417,,S,76.15,77.23,27365180,77.59,75.365
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,CA 2144,46.9,,S,77.19,77.98,26392340,79.2455,76.86
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36,0,1,PC 17755,512.3292,B51 B53 B55,C,78.45,78.58,18141830,78.93,77.7
681,0,3,"Peters, Miss. Katie",female,,0,0,330935,8.1375,,Q,78.02,79.54,20004710,79.8,77.86
682,1,1,"Hassab, Mr. Hammad",male,27,0,0,PC 17572,76.7292,D49,C,79.22,79.85,14354170,80.59,79.1
683,0,3,"Olsvigen, Mr. Thor Anderson",male,20,0,0,6563,9.225,,S,80.02,80.49,14101570,80.96,79.71
684,0,3,"Goodwin, Mr. Charles Edward",male,14,5,2,CA 2144,46.9,,S,80.775,81.02,10632810,81.28,80.51
685,0,2,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,39,,S,80.77,81.03,7685481,81.43,80.75
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,SC/Paris 2123,41.5792,,C,80.61,82.02,19846990,82.17,80.4
687,0,3,"Panula, Mr. Jaako Arnold",male,14,4,1,3101295,39.6875,,S,81.45,80.08,31361040,81.89,80
688,0,3,"Dakic, Mr. Branko",male,19,0,0,349228,10.1708,,S,79.88,78.75,43274930,80,78.33
689,0,3,"Fischer, Mr. Eberhard Thelander",male,18,0,0,350036,7.7958,,S,78.4,76.89,34147520,78.4,76.51
690,1,1,"Madill, Miss. Georgette Alexandra",female,15,0,1,24160,211.3375,B5,S,76.11,75.01,29142380,76.41,74.9
691,1,1,"Dick, Mr. Albert Adrian",male,31,1,0,17474,57,B20,S,74.69,76.19,31466710,77.39,74.59
692,1,3,"Karun, Miss. Manca",female,4,0,1,349256,13.4167,,C,76.99,78.46,29341660,78.58,76.56
693,1,3,"Lam, Mr. Ali",male,,0,0,1601,56.4958,,S,77.83,77.16,28049760,78.88,77.02
694,0,3,"Saad, Mr. Khalil",male,25,0,0,2672,7.225,,C,77.73,76.52,33465080,78.52,76.48
695,0,1,"Weir, Col. John",male,60,0,0,113800,26.55,,S,76.18,76.65,32168400,77.55,76.07
696,0,2,"Chapman, Mr. Charles Henry",male,52,0,0,248731,13.5,,S,76.84,75.2,25307530,76.93,74.78
697,0,3,"Kelly, Mr. James",male,44,0,0,363592,8.05,,S,76.52,76.18,25674150,77.25,75.4
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,,0,0,35852,7.7333,,Q,76.36,75.8,24273070,76.76,75.36
699,0,1,"Thayer, Mr. John Borland",male,49,1,1,17421,110.8833,C68,C,75.24,74.83,14369110,75.55,74.66
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,348121,7.65,F G63,S,74.88,75.38,15936750,75.73,74.4
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,1,0,PC 17757,227.525,C62 C64,C,75.46,75.33,16750770,75.91,75.04
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35,0,0,PC 17475,26.2875,E24,S,75.1,77.26,31747970,77.31,74.8
703,0,3,"Barbara, Miss. Saiide",female,18,0,1,2691,14.4542,,C,77.7,77.67,15992040,78.27,77.23
704,0,3,"Gallagher, Mr. Martin",male,25,0,0,36864,7.7417,,Q,77.62,75.53,32686400,77.78,75.51
705,0,3,"Hansen, Mr. Henrik Juul",male,26,1,0,350025,7.8542,,S,75.63,74.21,32199750,75.74,74.13
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,250655,26,,S,74.01,73.54,22080500,74.35,73.35
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45,0,0,223596,13.5,,S,73.75,74.5,23039660,74.5,73.5
708,1,1,"Calderhead, Mr. Edward Pennington",male,42,0,0,PC 17476,26.2875,E24,S,73.6,72.8,19128520,73.99,72.51
709,1,1,"Cleaver, Miss. Alice",female,22,0,0,113781,151.55,,S,73.33,74.01,25401630,74.54,73.11
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661,15.2458,,C,74.34,74.45,20678330,74.8,73.9
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,0,PC 17482,49.5042,C90,C,74.24,74.88,28669580,75.655,73.88
712,0,1,"Klaber, Mr. Herman",male,,0,0,113028,26.55,C124,S,74.88,74.27,19416910,74.93,74.04
713,1,1,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,52,C126,S,74.25,74.74,26408940,75.24,73.64
714,0,3,"Larsson, Mr. August Viktor",male,29,0,0,7545,9.4833,,S,74.72,74.28,26497580,75.14,73.54
715,0,2,"Greenberg, Mr. Samuel",male,52,0,0,250647,13,,S,74.61,74.95,18702040,74.98,74.03
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,348124,7.65,F G73,S,75,75.36,21526460,75.4799,74.61
717,1,1,"Endres, Miss. Caroline Louise",female,38,0,0,PC 17757,227.525,C45,C,75.6,75.39,20757430,75.855,75.02
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,0,34218,10.5,E101,S,75.26,74.89,21321380,75.6,74.31
719,0,3,"McEvoy, Mr. Michael",male,,0,0,36568,15.5,,Q,74.83,76.51,35853620,76.8,74.42
720,0,3,"Johnson, Mr. Malkolm Joackim",male,33,0,0,347062,7.775,,S,75.76,74.23,39202820,75.77,73.65
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,248727,33,,S,73.88,75.47,40529830,75.52,73.7
722,0,3,"Jensen, Mr. Svend Lauritz",male,17,1,0,350048,7.0542,,S,74.99,74.93,44472280,75.7,74.45
723,0,2,"Gillespie, Mr. William Henry",male,34,0,0,12233,13,,S,74.11,75.05,83098240,75.35,72.9
724,0,2,"Hodges, Mr. Henry Price",male,50,0,0,250643,13,,S,75.86,75.45,105883000,76.88,74.78
725,1,1,"Chambers, Mr. Norman Campbell",male,27,1,0,113806,53.1,E8,S,80.77,80.18,61137040,81.16,79.57
726,0,3,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,,S,80.28,80.74,29806870,80.8,79.76
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,0,31027,21,,S,80.67,80.2,32123520,80.8183,79.32
728,1,3,"Mannion, Miss. Margareth",female,,0,0,36866,7.7375,,Q,80.04,79.38,34892410,80.63,79.01
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,0,236853,26,,S,78.37,78.815,41799140,79.85,78.01
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,STON/O2. 3101271,7.925,,S,78.69,77.56,32176370,78.74,77.15
731,1,1,"Allen, Miss. Elisabeth Walton",female,29,0,0,24160,211.3375,B5,S,76.95,75.6,34555900,77.09,75.38
732,0,3,"Hassan, Mr. Houssein G N",male,11,0,0,2699,18.7875,,C,75.95,74.23,76263220,76,73.75
733,0,2,"Knight, Mr. Robert J",male,,0,0,239855,0,,S,72.63,70.79,53456880,73.35,70.58
734,0,2,"Berriman, Mr. William John",male,23,0,0,28425,13,,S,73.21,71.69,61397390,73.8,70.32
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23,0,0,233639,13,,S,73.59,74,50126990,74.18,72.05
736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,,S,72.99,73.23,43847640,74.78,72.52
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,W./C. 6608,34.375,,S,72.91,75.59,52068580,76.5,72.76
738,1,1,"Lesurer, Mr. Gustave J",male,35,0,0,PC 17755,512.3292,B101,C,75.91,77.28,32421030,77.7601,75.85
739,0,3,"Ivanoff, Mr. Kanio",male,,0,0,349201,7.8958,,S,77.52,76.18,32853310,77.71,75.1
740,0,3,"Nankoff, Mr. Minko",male,,0,0,349218,7.8958,,S,76.29,77.05,25241360,77.95,76.24
741,1,1,"Hawksford, Mr. Walter James",male,,0,0,16988,30,D45,S,77.555,77.19,25689890,77.89,76.85
742,0,1,"Cavendish, Mr. Tyrell William",male,36,1,0,19877,78.85,C46,S,77.44,77.76,23280910,78.06,77.26
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,77.08,76.57,36468900,77.48,75.64
744,0,3,"McNamee, Mr. Neal",male,24,1,0,376566,16.1,,S,76.55,78.78,55006570,78.82,75.9
745,1,3,"Stranden, Mr. Juho",male,31,0,0,STON/O 2. 3101288,7.925,,S,79.04,79.35,35816980,79.7067,78.6
746,0,1,"Crosby, Capt. Edward Gifford",male,70,1,1,WE/P 5735,71,B22,S,79,78.12,33969370,79.199,77.91
747,0,3,"Abbott, Mr. Rossmore Edward",male,16,1,1,C.A. 2673,20.25,,S,78.79,77.59,28827060,78.8416,77.33
748,1,2,"Sinkkonen, Miss. Anna",female,30,0,0,250648,13,,S,77.22,78.6,37392870,78.94,77.13
749,0,1,"Marvin, Mr. Daniel Warner",male,19,1,0,113773,53.1,D30,S,78.535,78.1,30638360,78.62,77.51
750,0,3,"Connaghton, Mr. Michael",male,31,0,0,335097,7.75,,Q,78.29,76.33,36666690,78.63,76.04
751,1,2,"Wells, Miss. Joan",female,4,1,1,29103,23,,S,76.8,77,31908240,77.53,75.95
752,1,3,"Moor, Master. Meier",male,6,0,1,392096,12.475,E121,S,77.91,77.4,76614560,78.3,76.44
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,345780,9.5,,S,77,76.77,22939820,77.33,76.52
754,0,3,"Jonkoff, Mr. Lalio",male,23,0,0,349204,7.8958,,S,76.43,75.96,28498200,77.25,75.57
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,220845,65,,S,76.08,73.52,37662500,76.23,73.07
756,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,,S,74.58,77.15,49552660,77.25,73.43
757,0,3,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,7.7958,,S,77.48,78.02,26655670,78.3,77.1
758,0,2,"Bailey, Mr. Percy Andrew",male,18,0,0,29108,11.5,,S,77.92,77.13,32181110,78.36,77.05
759,0,3,"Theobald, Mr. Thomas Leonard",male,34,0,0,363294,8.05,,S,77.43,76.52,29836020,77.95,76.51
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,86.5,B77,S,76.67,77.59,28723090,78.17,76.2
761,0,3,"Garfirth, Mr. John",male,,0,0,358585,14.5,,S,77.89,77.26,28135810,78.17,77.01
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,0,SOTON/O2 3101272,7.125,,S,77.26,76.1,29387630,77.38,75.598
763,1,3,"Barah, Mr. Hanna Assi",male,20,0,0,2663,7.2292,,C,75.95,75.89,26581940,76.93,75.53
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,1,2,113760,120,B96 B98,S,75.83,77.14,32311920,77.48,75.6
765,0,3,"Eklund, Mr. Hans Linus",male,16,0,0,347074,7.775,,S,76.68,75.01,34744550,76.7,74.82
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,1,0,13502,77.9583,D11,S,74.82,74.3,26215560,74.82,74.01
767,0,1,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,39.6,,C,73.855,74,21898440,74.43,73.73
768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,,Q,74.63,75.27,36213130,75.49,74.46
769,0,3,"Moran, Mr. Daniel J",male,,1,0,371110,24.15,,Q,75.9601,75,23793170,75.99,74.73
770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32,0,0,8471,8.3625,,S,75.02,74.94,19683350,75.28,74.79
771,0,3,"Lievens, Mr. Rene Aime",male,24,0,0,345781,9.5,,S,74.57,74.34,20847650,74.73,73.57
772,0,3,"Jensen, Mr. Niels Peder",male,48,0,0,350047,7.8542,,S,74.57,74.92,20053690,75.19,74.4149
773,0,2,"Mack, Mrs. (Mary)",female,57,0,0,S.O./P.P. 3,10.5,E77,S,74.81,74.97,22863680,75.18,74.62
774,0,3,"Elias, Mr. Dibo",male,,0,0,2674,7.225,,C,75.29,74.81,26596500,75.58,74.77
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,29105,23,,S,74.59,74,23898550,74.72,73.96
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,0,347078,7.75,,S,73.63,74.32,38837920,74.65,73
777,0,3,"Tobin, Mr. Roger",male,,0,0,383121,7.75,F38,Q,74.296,73.97,22163750,74.38,73.69
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5,0,0,364516,12.475,,S,73.77,73.12,29181990,74.25,73.05
779,0,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,,Q,72.83,73.09,27347900,73.3301,72.22
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,24160,211.3375,B3,S,73.44,73.46,24533690,73.91,73.06
781,1,3,"Ayoub, Miss. Banoura",female,13,0,0,2687,7.2292,,C,73.06,73.4,27097750,73.43,72.56
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,0,17474,57,B20,S,73.17,73,38049750,74,72.7
783,0,1,"Long, Mr. Milton Clyde",male,29,0,0,113501,30,D6,S,72.47,72.02,30898990,73.72,71.79
784,0,3,"Johnston, Mr. Andrew G",male,,1,2,W./C. 6607,23.45,,S,72.69,73.2,34918620,73.59,72.18
785,0,3,"Ali, Mr. William",male,25,0,0,SOTON/O.Q. 3101312,7.05,,S,73.51,72.36,30630370,73.88,72.36
786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25,0,0,374887,7.25,,S,72.36,72.22,43402770,73.22,71.55
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18,0,0,3101265,7.4958,,S,72.65,74,43811380,74.165,72.44
788,0,3,"Rice, Master. George Hugh",male,8,4,1,382652,29.125,,Q,74.677,74.21,36804070,75.19,74.13
789,1,3,"Dean, Master. Bertram Vere",male,1,1,2,C.A. 2315,20.575,,S,73.71,74.72,41050770,74.92,73.4229
790,0,1,"Guggenheim, Mr. Benjamin",male,46,0,0,PC 17593,79.2,B82 B84,C,74.92,75.17,41556090,75.5,73.85
791,0,3,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,7.75,,Q,75.19,74.99,45792800,75.67,74.662
792,0,2,"Gaskell, Mr. Alfred",male,16,0,0,239865,26,,S,74.98,75.96,123026900,76.74,74.51
793,0,3,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343,69.55,,S,71.29,69.74,74712560,71.33,69.61
794,0,1,"Hoyt, Mr. William Fisher",male,,0,0,PC 17600,30.6958,,C,69.27,69.76,40227960,69.77,68.61
795,0,3,"Dantcheff, Mr. Ristiu",male,25,0,0,349203,7.8958,,S,69.4,68.81,49386920,69.96,68.5
796,0,2,"Otter, Mr. Richard",male,39,0,0,28213,13,,S,68.4199,66.8,42223010,68.46,66.16
797,1,1,"Leader, Dr. Alice (Farnham)",female,49,0,0,17465,25.9292,D17,S,66.4099,67.03,37941770,67.85,66.04
798,1,3,"Osman, Mrs. Mara",female,31,0,0,349244,8.6833,,S,67.66,67.54,29525060,67.94,67.07
799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30,0,0,2685,7.2292,,C,67.165,67.96,44145960,68.0899,66.26
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,1,345773,24.15,,S,67.9,67.13,38404830,68.17,66.9
801,0,2,"Ponesell, Mr. Martin",male,34,0,0,250647,13,,S,66.34,65.28,39147600,66.59,64.79
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,1,C.A. 31921,26.25,,S,64.8725,63.31,44348430,65.34,63.05
803,1,1,"Carter, Master. William Thornton II",male,11,1,2,113760,120,B96 B98,S,64.97,63.41,51298480,65.12,63.15
804,1,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,,C,62.76,65.06,68838080,65.56,62.21
805,1,3,"Hedman, Mr. Oskar Arvid",male,27,0,0,347089,6.975,,S,65.29,66.3,28688050,66.57,65.12
806,0,3,"Johansson, Mr. Karl Johan",male,31,0,0,347063,7.775,,S,66.29,66.855,25203220,67,65.76
807,0,1,"Andrews, Mr. Thomas Jr",male,39,0,0,112050,0,A36,S,66.45,68.04,41778400,68.3,65.79
808,0,3,"Pettersson, Miss. Ellen Natalia",female,18,0,0,347087,7.775,,S,68.06,67.58,33156390,68.44,67.39
809,0,2,"Meyer, Mr. August",male,39,0,0,248723,13,,S,67.29,67.46,27078350,67.92,67.13
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,1,0,113806,53.1,E8,S,67.6,67.31,46396950,67.7,66.84
811,0,3,"Alexander, Mr. William",male,26,0,0,3474,7.8875,,S,67.13,68,47618020,68,66.9
812,0,3,"Lester, Mr. James",male,39,0,0,A/4 48871,24.15,,S,67.44,65.58,44183630,67.48,65.57
813,0,2,"Slemen, Mr. Richard James",male,35,0,0,28206,10.5,,S,65.72,65.36,57260230,67.17,65.27
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,,S,65.37,64.32,34424160,65.66,64.22
815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S,64.5,64.46,46394230,64.81,63.35
816,0,1,"Fry, Mr. Richard",male,,0,0,112058,0,B102,S,64.3415,65.46,34097910,65.5756,64.21
817,0,3,"Heininen, Miss. Wendla Maria",female,23,0,0,STON/O2. 3101290,7.925,,S,65.6,64.49,35450700,65.75,64.05
818,0,2,"Mallet, Mr. Albert",male,31,1,1,S.C./PARIS 2079,37.0042,,C,64.4,64.1,27629660,64.88,63.93
819,0,3,"Holm, Mr. John Fredrik Alexander",male,43,0,0,C 7075,6.45,,S,64.19,64.16,30849450,64.88,63.75
820,0,3,"Skoog, Master. Karl Thorsten",male,10,3,2,347088,27.9,,S,64.5,64.7,29367820,64.97,63.83
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52,1,1,12749,93.5,B69,S,64.2901,65.85,55604800,66.47,64.06
822,1,3,"Lulic, Mr. Nikola",male,27,0,0,315098,8.6625,,S,65.781,65.32,44132140,65.8,64.9
823,0,1,"Reuchlin, Jonkheer. John George",male,38,0,0,19972,0,,S,65.77,63.53,69105010,65.82,63.5
824,1,3,"Moor, Mrs. (Beila)",female,27,0,1,392096,12.475,E121,S,62.88,62.4,37474470,63.34,61.79
825,0,3,"Panula, Master. Urho Abraham",male,2,4,1,3101295,39.6875,,S,62.5,63.37,42373250,63.48,62.15
826,0,3,"Flynn, Mr. John",male,,0,0,368323,6.95,,Q,63.186,63.66,47278710,64.36,62.82
827,0,3,"Lam, Mr. Len",male,,0,0,1601,56.4958,,S,63.34,62.45,36460620,63.59,62.07
828,1,2,"Mallet, Master. Andre",male,1,0,2,S.C./PARIS 2079,37.0042,,C,62.87,62.62,32097900,63.42,62.32
829,1,3,"McCormack, Mr. Thomas Joseph",male,,0,0,367228,7.75,,Q,63.08,63.23,35946770,63.59,62.05
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,0,0,113572,80,B28,,63.3,63.95,45224820,64.17,62.56
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15,1,0,2659,14.4542,,C,63.83,63.84,42333090,64.3,63.51
832,1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,,S,63.51,63.39,47746450,64.14,62.62
833,0,3,"Saad, Mr. Amin",male,,0,0,2671,7.2292,,C,63.48,61.62,55546990,63.51,61.57
834,0,3,"Augustsson, Mr. Albert",male,23,0,0,347468,7.8542,,S,61.351,60.41,38210700,61.45,60.15
835,0,3,"Allum, Mr. Owen George",male,18,0,0,2223,8.3,,S,60.52,60.94,54067890,61.48,60.4
836,1,1,"Compton, Miss. Sara Rebecca",female,39,1,1,PC 17756,83.1583,E49,C,60.49,58.56,58814920,60.5,58.25
837,0,3,"Pasic, Mr. Jakob",male,21,0,0,315097,8.6625,,S,58.56,59.5,53804590,60.19,58.18
838,0,3,"Sirota, Mr. Maurice",male,,0,0,392092,8.05,,S,59.21,57.89,42968380,59.56,57.57
839,1,3,"Chip, Mr. Chang",male,32,0,0,1601,56.4958,,S,58.0199,58.31,47850350,58.45,57.31
840,1,1,"Marechal, Mr. Pierre",male,,0,0,11774,29.7,C47,C,57.919,59.26,56691940,59.38,57.52
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20,0,0,SOTON/O2 3101287,7.925,,S,59.23,59.53,47379700,60.45,58.95
842,0,2,"Mudd, Mr. Thomas Charles",male,16,0,0,S.O./P.P. 3,10.5,,S,59.83,59.66,48442200,60.89,59.51
843,1,1,"Serepeca, Miss. Augusta",female,30,0,0,113798,31,,C,59.83,57.98,48403930,59.9,57.98
844,0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,,C,57.24,56.85,52497050,57.65,56.38
845,0,3,"Culumovic, Mr. Jeso",male,17,0,0,315090,8.6625,,S,56.76,57.23,61143360,58.82,56.5
846,0,3,"Abbing, Mr. Anthony",male,42,0,0,C.A. 5547,7.55,,S,57.39,58.77,78450290,59.3,56.26
847,0,3,"Sage, Mr. Douglas Bullen",male,,8,2,CA. 2343,69.55,,S,58.53,60.98,55798800,61.15,58.49
848,0,3,"Markoff, Mr. Marin",male,35,0,0,349213,7.8958,,C,61.22,59.67,45938990,61.35,59.18
849,0,2,"Harper, Rev. John",male,28,0,1,248727,33,,S,60.46,61.3,54086030,61.89,60.18
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,1,0,17453,89.1042,C92,C,61.15,60.43,82319330,62.28,60.21
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,347082,31.275,,S,59.78,57.58,75599310,59.85,57.16
852,0,3,"Svensson, Mr. Johan",male,74,0,0,347060,7.775,,S,58.15,56.09,75339000,58.28,55.84
853,0,3,"Boulos, Miss. Nourelain",female,9,1,1,2678,15.2458,,C,56.14,58.05,107534200,58.31,54.66
854,1,1,"Lines, Miss. Mary Conover",female,16,0,1,PC 17592,39.4,D28,S,57.71,59.97,92257140,60.01,57.57
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44,1,0,244252,26,,S,60.87,63.6,138477000,63.65,59.77
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18,0,1,392091,9.35,,S,61.36,63.45,94013700,63.48,61.26
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,36928,164.8667,,S,63.0301,62.65,60328420,63.44,62.22
858,1,1,"Daly, Mr. Peter Denis ",male,51,0,0,113055,26.55,E17,S,61.24,59.46,60064820,61.24,59.15
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,3,2666,19.2583,,C,58.94,59.3,87956250,60.58,58.72
860,0,3,"Razi, Mr. Raihed",male,,0,0,2629,7.2292,,C,59.72,59.79,78548910,60.19,57.74
861,0,3,"Hansen, Mr. Claus Peter",male,41,2,0,350026,14.1083,,S,59.09,59.29,108466300,59.68,55.88
862,0,2,"Giles, Mr. Frederick Edward",male,21,1,0,28134,11.5,,S,58.89,60.09,72152260,60.45,57.78
